,reviewTimeInHours,asin,average_overall,median_overall
5208,2013-05-30-00,B000EEHCUS,5.0,5.0
5209,2013-05-30-00,B000EEK4VM,4.0,4.0
5210,2013-05-30-00,B000P5OULA,2.0,2.0
5211,2013-05-30-00,B0018PZR86,1.0,1.0
5212,2013-05-30-00,B0018TIADQ,5.0,5.0
5213,2013-05-30-00,B0033P1O6S,5.0,5.0
5214,2013-05-30-00,B003BFYDBS,1.0,1.0
5215,2013-05-30-00,B003VYBNLW,4.0,4.0
5216,2013-05-30-00,B005FKF1PY,5.0,5.0
5217,2013-05-30-00,B005VLR6XC,3.0,3.0
5218,2013-05-30-00,B009GT0KNI,2.0,2.0
5219,2013-05-31-00,B0002CZUUG,5.0,5.0
5220,2013-05-31-00,B0002E3B78,4.0,4.0
5221,2013-05-31-00,B0002KZQ34,5.0,5.0
5222,2013-05-31-00,B000EEN9OG,4.0,4.0
5223,2013-05-31-00,B003D3OCD2,5.0,5.0
5224,2013-05-31-00,B003VWKPHC,5.0,5.0
5225,2013-05-31-00,B004M8UZS8,5.0,5.0
5226,2013-06-01-00,B0002CZVW8,4.0,4.0
5227,2013-06-01-00,B0002M3OVI,4.0,4.0
5228,2013-06-01-00,B000EEJ8IM,5.0,5.0
5229,2013-06-01-00,B000KIRT38,4.0,4.0
5230,2013-06-01-00,B000KIRT6A,1.0,1.0
5231,2013-06-01-00,B000NJ2TIE,4.0,4.0
5232,2013-06-01-00,B000UJFR4A,5.0,5.0
5233,2013-06-01-00,B000Y35C8S,5.0,5.0
5234,2013-06-01-00,B003AYEAHC,5.0,5.0
5235,2013-06-01-00,B003AYJU5O,3.0,3.0
5236,2013-06-01-00,B003VWJ2K8,5.0,5.0
5237,2013-06-01-00,B005M0KLGQ,4.0,4.0
5238,2013-06-01-00,B0097WDJZA,4.0,4.0
5239,2013-06-02-00,B000NGVQKO,5.0,5.0
5240,2013-06-02-00,B003WZ6VVM,4.0,4.0
5241,2013-06-03-00,B0002E4Z8M,5.0,5.0
5242,2013-06-03-00,B0002Z2D08,5.0,5.0
5243,2013-06-03-00,B0002Z2D0I,5.0,5.0
5244,2013-06-03-00,B000RW0GT6,5.0,5.0
5245,2013-06-03-00,B001PGXHX0,1.0,1.0
5246,2013-06-03-00,B003VWKPHC,2.0,2.0
5247,2013-06-03-00,B005A09I7Q,3.0,3.0
5248,2013-06-03-00,B009EOKTCM,2.0,2.0
5249,2013-06-04-00,B0002E1I2I,5.0,5.0
5250,2013-06-04-00,B0009G1KEU,4.0,4.0
5251,2013-06-04-00,B001RNH8YA,5.0,5.0
5252,2013-06-05-00,B0002CZV78,5.0,5.0
5253,2013-06-05-00,B0002DV7ZM,5.0,5.0
5254,2013-06-05-00,B0002E2KPC,5.0,5.0
5255,2013-06-05-00,B000N4WHYK,5.0,5.0
5256,2013-06-05-00,B001PGXKC8,5.0,5.0
5257,2013-06-05-00,B003AYRBWI,4.0,4.0
5258,2013-06-05-00,B003JJQMD8,5.0,5.0
5259,2013-06-05-00,B005M0CK9M,5.0,5.0
5260,2013-06-05-00,B007K3EGXW,5.0,5.0
5261,2013-06-06-00,B0002E2XCW,5.0,5.0
5262,2013-06-06-00,B0002F7K7Y,5.0,5.0
5263,2013-06-06-00,B0002GMGYA,5.0,5.0
5264,2013-06-06-00,B0002GZM00,5.0,5.0
5265,2013-06-06-00,B000E0PPG0,4.0,4.0
5266,2013-06-06-00,B00178LDW8,5.0,5.0
5267,2013-06-06-00,B003VWKPHC,5.0,5.0
5268,2013-06-06-00,B00BG6ZM0K,5.0,5.0
5269,2013-06-07-00,B0002CZR3G,4.0,4.0
5270,2013-06-07-00,B0002GMGYA,5.0,5.0
5271,2013-06-07-00,B0002IHFVM,5.0,5.0
5272,2013-06-07-00,B0002OOMU8,4.0,4.0
5273,2013-06-07-00,B000B6DHB2,5.0,5.0
5274,2013-06-07-00,B00191WVF6,5.0,5.0
5275,2013-06-07-00,B001XJBWXG,5.0,5.0
5276,2013-06-07-00,B003B01QR2,5.0,5.0
5277,2013-06-07-00,B003VWJ2K8,5.0,5.0
5278,2013-06-07-00,B0049Z4UQ2,5.0,5.0
5279,2013-06-07-00,B005M0CK9M,5.0,5.0
5280,2013-06-07-00,B0087UPSLQ,5.0,5.0
5281,2013-06-08-00,B000068NW5,4.0,4.0
5282,2013-06-08-00,B000068O59,4.0,4.0
5283,2013-06-08-00,B0002GZBO2,5.0,5.0
5284,2013-06-08-00,B0002M6B2M,3.0,3.0
5285,2013-06-08-00,B000EELFI8,4.0,4.0
5286,2013-06-08-00,B0018TG8HQ,5.0,5.0
5287,2013-06-08-00,B00389KMQM,5.0,5.0
5288,2013-06-08-00,B003WZ6VVM,5.0,5.0
5289,2013-06-08-00,B005EHILV4,4.0,4.0
5290,2013-06-09-00,B0002CZZW4,5.0,5.0
5291,2013-06-09-00,B0002D0CQC,5.0,5.0
5292,2013-06-09-00,B001AS6OYC,5.0,5.0
5293,2013-06-09-00,B00A270KYM,5.0,5.0
5294,2013-06-10-00,B0002CZW0Y,5.0,5.0
5295,2013-06-10-00,B0002E5518,5.0,5.0
5296,2013-06-10-00,B0002GMGYA,5.0,5.0
5297,2013-06-10-00,B000RWJQRE,5.0,5.0
5298,2013-06-10-00,B004T6M7DE,4.0,4.0
5299,2013-06-10-00,B004XNK7AI,4.0,4.0
5300,2013-06-10-00,B00AHEWBM4,5.0,5.0
5301,2013-06-11-00,B0002CZUUG,5.0,5.0
5302,2013-06-11-00,B0002GX5NG,5.0,5.0
5303,2013-06-11-00,B000960KNW,5.0,5.0
5304,2013-06-11-00,B005TO9EPY,4.0,4.0
5305,2013-06-12-00,B0002DVBJY,5.0,5.0
5306,2013-06-12-00,B0006ZXG00,4.0,4.0
5307,2013-06-12-00,B000CD1R84,1.0,1.0
5308,2013-06-12-00,B001J1JRN0,5.0,5.0
5309,2013-06-12-00,B004N0MKN8,4.0,4.0
5310,2013-06-12-00,B009O7CE5O,5.0,5.0
5311,2013-06-13-00,B004FEGXDK,5.0,5.0
5312,2013-06-14-00,B000068NW5,3.0,3.0
5313,2013-06-14-00,B0002GLDQM,4.0,4.0
5314,2013-06-14-00,B0002Y6BJI,5.0,5.0
5315,2013-06-14-00,B0006NDF8A,5.0,5.0
5316,2013-06-14-00,B000B6FBA2,5.0,5.0
5317,2013-06-14-00,B000BW2D84,5.0,5.0
5318,2013-06-14-00,B000ZJTPLG,2.0,2.0
5319,2013-06-14-00,B0010CZ8GS,5.0,5.0
5320,2013-06-14-00,B001PGXHX0,4.0,4.0
5321,2013-06-14-00,B0053CUHMG,2.0,2.0
5322,2013-06-14-00,B00CK2FOZM,5.0,5.0
5323,2013-06-15-00,B0002D0CEO,5.0,5.0
5324,2013-06-15-00,B0002H0A3S,5.0,5.0
5325,2013-06-15-00,B004TE5HBU,4.0,4.0
5326,2013-06-15-00,B0078YF9V6,5.0,5.0
5327,2013-06-16-00,B00005ML71,5.0,5.0
5328,2013-06-16-00,B00006LVEU,5.0,5.0
5329,2013-06-16-00,B0002M3OVI,4.0,4.0
5330,2013-06-16-00,B000BKY8CU,5.0,5.0
5331,2013-06-16-00,B000KIPT30,5.0,5.0
5332,2013-06-16-00,B0010CAEFS,5.0,5.0
5333,2013-06-16-00,B0019H6750,5.0,5.0
5334,2013-06-16-00,B002M8EEW8,4.0,4.0
5335,2013-06-16-00,B002M8GBDI,4.0,4.0
5336,2013-06-16-00,B005AGGZ8K,4.0,4.0
5337,2013-06-16-00,B007PKR3SK,5.0,5.0
5338,2013-06-17-00,B0002E1G5C,4.0,4.0
5339,2013-06-17-00,B0002GLCRC,4.0,4.0
5340,2013-06-17-00,B0002GZM00,4.0,4.0
5341,2013-06-17-00,B0002H0A3S,5.0,5.0
5342,2013-06-17-00,B000CD3QY2,5.0,5.0
5343,2013-06-17-00,B000J5Y282,5.0,5.0
5344,2013-06-17-00,B000RKL8R2,5.0,5.0
5345,2013-06-17-00,B001E43SK0,2.0,2.0
5346,2013-06-17-00,B0027842S4,5.0,5.0
5347,2013-06-17-00,B0037M4CPM,5.0,5.0
5348,2013-06-18-00,B0002CZTIO,5.0,5.0
5349,2013-06-18-00,B0002E1G5C,5.0,5.0
5350,2013-06-18-00,B0002E1O3G,5.0,5.0
5351,2013-06-18-00,B0002E2GMY,5.0,5.0
5352,2013-06-18-00,B0002F77B8,5.0,5.0
5353,2013-06-18-00,B0002IAJ56,5.0,5.0
5354,2013-06-18-00,B0006NDF8A,5.0,5.0
5355,2013-06-18-00,B0009G1E0K,4.0,4.0
5356,2013-06-18-00,B000AKSUP2,5.0,5.0
5357,2013-06-18-00,B000L6GD04,5.0,5.0
5358,2013-06-18-00,B000WN4J9S,5.0,5.0
5359,2013-06-18-00,B0016MJ1T2,4.0,4.0
5360,2013-06-18-00,B001PGXHX0,5.0,5.0
5361,2013-06-18-00,B0026RB0G8,3.0,3.0
5362,2013-06-18-00,B002AQNGIU,4.0,4.0
5363,2013-06-18-00,B0033PSGSW,4.0,4.0
5364,2013-06-18-00,B004TGVRDA,5.0,5.0
5365,2013-06-18-00,B005IGFGWI,5.0,5.0
5366,2013-06-18-00,B00A270KYM,5.0,5.0
5367,2013-06-19-00,B0002CZSJO,5.0,5.0
5368,2013-06-19-00,B0002E1O7M,5.0,5.0
5369,2013-06-19-00,B0002PBS6I,4.0,4.0
5370,2013-06-19-00,B00095VIMU,5.0,5.0
5371,2013-06-19-00,B000960KNW,5.0,5.0
5372,2013-06-19-00,B000KIPTE4,5.0,5.0
5373,2013-06-19-00,B001ELP5WM,5.0,5.0
5374,2013-06-19-00,B001REJX1U,2.0,2.0
5375,2013-06-19-00,B001UYKGUE,5.0,5.0
5376,2013-06-19-00,B0023BYDHK,5.0,5.0
5377,2013-06-19-00,B003BFYDBS,4.0,4.0
5378,2013-06-19-00,B003NJF1G8,5.0,5.0
5379,2013-06-20-00,B000068NZG,5.0,5.0
5380,2013-06-20-00,B0002D0CGW,5.0,5.0
5381,2013-06-20-00,B000EELB8W,5.0,5.0
5382,2013-06-20-00,B000RKL8R2,5.0,5.0
5383,2013-06-20-00,B0037M62M8,1.0,1.0
5384,2013-06-21-00,B0002CZVBE,5.0,5.0
5385,2013-06-21-00,B0002KZIVY,5.0,5.0
5386,2013-06-21-00,B0002M3OVI,3.0,3.0
5387,2013-06-21-00,B0002M6CVC,5.0,5.0
5388,2013-06-21-00,B000AAGM0M,5.0,5.0
5389,2013-06-21-00,B000LQLDM2,2.0,2.0
5390,2013-06-21-00,B000NJ2TIE,5.0,5.0
5391,2013-06-21-00,B000RMQM4E,5.0,5.0
5392,2013-06-21-00,B000RWJQRE,5.0,5.0
5393,2013-06-21-00,B000RY68PA,5.0,5.0
5394,2013-06-21-00,B000VJJQUU,5.0,5.0
5395,2013-06-21-00,B001L8PIFW,1.0,1.0
5396,2013-06-21-00,B001PGXHX0,3.0,3.0
5397,2013-06-21-00,B0027V760M,5.0,5.0
5398,2013-06-21-00,B0037M62AK,4.0,4.0
5399,2013-06-21-00,B0037M62KA,5.0,5.0
5400,2013-06-21-00,B004UJO41S,5.0,5.0
5401,2013-06-21-00,B00646MZHK,5.0,5.0
5402,2013-06-21-00,B0064RIB9A,4.0,4.0
5403,2013-06-22-00,B000978D58,5.0,5.0
5404,2013-06-22-00,B000EENH5W,4.0,4.0
5405,2013-06-22-00,B000J5Y282,5.0,5.0
5406,2013-06-22-00,B000KW2YEI,5.0,5.0
5407,2013-06-22-00,B000VJJQUU,5.0,5.0
5408,2013-06-22-00,B002T45X1G,5.0,5.0
5409,2013-06-22-00,B005CX4GLE,5.0,5.0
5410,2013-06-23-00,B0002DV6RQ,5.0,5.0
5411,2013-06-23-00,B0002II6V0,4.0,4.0
5412,2013-06-23-00,B0009H00WW,5.0,5.0
5413,2013-06-23-00,B000A2HOB6,1.0,1.0
5414,2013-06-23-00,B000EEJE4K,5.0,5.0
5415,2013-06-23-00,B005TO9EPY,5.0,5.0
5416,2013-06-23-00,B007PKR3SK,4.0,4.0
5417,2013-06-24-00,B0002CZSJO,5.0,5.0
5418,2013-06-24-00,B0002CZST4,4.0,4.0
5419,2013-06-24-00,B0002D0CQC,4.0,4.0
5420,2013-06-24-00,B0002D0E8S,5.0,5.0
5421,2013-06-24-00,B0002E2GMY,4.0,4.0
5422,2013-06-24-00,B0002E2KPC,5.0,5.0
5423,2013-06-24-00,B0002GLCRC,5.0,5.0
5424,2013-06-24-00,B0002KZE7C,4.0,4.0
5425,2013-06-24-00,B000EEL6J6,5.0,5.0
5426,2013-06-24-00,B0010GNU9Q,5.0,5.0
5427,2013-06-24-00,B0018TIAA4,5.0,5.0
5428,2013-06-24-00,B001OLW0J8,3.0,3.0
5429,2013-06-24-00,B0025PM6DM,5.0,5.0
5430,2013-06-24-00,B003VWKPHC,5.0,5.0
5431,2013-06-24-00,B007T8CUNG,1.0,1.0
5432,2013-06-25-00,B000068NZG,5.0,5.0
5433,2013-06-25-00,B0002CZZW4,5.0,5.0
5434,2013-06-25-00,B000RY68PA,5.0,5.0
5435,2013-06-25-00,B001RNH8YA,5.0,5.0
5436,2013-06-25-00,B004XNK7AI,5.0,5.0
5437,2013-06-26-00,B0002D0CEO,5.0,5.0
5438,2013-06-26-00,B0002KZAKS,5.0,5.0
5439,2013-06-26-00,B0016MJ1T2,4.0,4.0
5440,2013-06-26-00,B003AM913C,1.0,1.0
5441,2013-06-27-00,B000068NW5,5.0,5.0
5442,2013-06-27-00,B0002D0CAI,1.0,1.0
5443,2013-06-27-00,B0002F7K7Y,4.0,4.0
5444,2013-06-27-00,B0002M6B2M,4.0,4.0
5445,2013-06-27-00,B000978D58,5.0,5.0
5446,2013-06-27-00,B000E0PPG0,5.0,5.0
5447,2013-06-27-00,B000PO30QM,3.0,3.0
5448,2013-06-27-00,B000RXN6SS,5.0,5.0
5449,2013-06-27-00,B001J1SX94,5.0,5.0
5450,2013-06-27-00,B001MSS6CS,5.0,5.0
5451,2013-06-27-00,B003JJQMD8,5.0,5.0
5452,2013-06-27-00,B003VWJ2K8,5.0,5.0
5453,2013-06-28-00,B000A2HOB6,4.0,4.0
5454,2013-06-28-00,B000PAPO9W,4.0,4.0
5455,2013-06-29-00,B000068NVI,5.0,5.0
5456,2013-06-29-00,B0002M72JS,5.0,5.0
5457,2013-06-29-00,B000EEHKVY,3.0,3.0
5458,2013-06-29-00,B004HJ9COU,5.0,5.0
5459,2013-06-29-00,B005T800V2,5.0,5.0
5460,2013-06-30-00,B000068NZC,5.0,5.0
5461,2013-06-30-00,B0002D0CQC,5.0,5.0
5462,2013-06-30-00,B0002GOJZO,5.0,5.0
5463,2013-06-30-00,B0002GXV2Q,5.0,5.0
5464,2013-06-30-00,B0002GYW4C,5.0,5.0
5465,2013-06-30-00,B0002MDTVS,5.0,5.0
5466,2013-06-30-00,B001GD07SK,2.0,2.0
5467,2013-06-30-00,B003VWJ2K8,4.0,4.0
5468,2013-06-30-00,B004OU2IQG,3.0,3.0
5469,2013-06-30-00,B00AZUAORE,5.0,5.0
5470,2013-07-01-00,B0002CZVHI,5.0,5.0
5471,2013-07-01-00,B000OR88JE,5.0,5.0
5472,2013-07-01-00,B0016ZZKJO,5.0,5.0
5473,2013-07-01-00,B001L8NGJ2,3.0,3.0
5474,2013-07-02-00,B0002D0E8S,5.0,5.0
5475,2013-07-02-00,B0002E528E,5.0,5.0
5476,2013-07-02-00,B0002GW3Y8,4.0,4.0
5477,2013-07-02-00,B0007OGTGS,5.0,5.0
5478,2013-07-02-00,B000KIPUQG,1.0,1.0
5479,2013-07-02-00,B000VZYS66,5.0,5.0
5480,2013-07-02-00,B0018TAITA,5.0,5.0
5481,2013-07-02-00,B0018TIADQ,5.0,5.0
5482,2013-07-02-00,B001DW6RJC,5.0,5.0
5483,2013-07-02-00,B001FSZR4U,5.0,5.0
5484,2013-07-02-00,B003DVGVIS,5.0,5.0
5485,2013-07-03-00,B000068NTU,4.0,4.0
5486,2013-07-03-00,B0002GJ3ZA,5.0,5.0
5487,2013-07-03-00,B0002GYYD6,5.0,5.0
5488,2013-07-03-00,B0002M6B2M,4.0,4.0
5489,2013-07-03-00,B002Z9JWZ8,5.0,5.0
5490,2013-07-03-00,B005J2PXV0,3.0,3.0
5491,2013-07-04-00,B0002GYYDQ,5.0,5.0
5492,2013-07-05-00,B0002D01PY,5.0,5.0
5493,2013-07-05-00,B0002E3CHC,4.0,4.0
5494,2013-07-05-00,B0002PBS6S,3.0,3.0
5495,2013-07-05-00,B000CZ0RLK,5.0,5.0
5496,2013-07-05-00,B001U5PCFM,2.0,2.0
5497,2013-07-05-00,B002EWV8IU,5.0,5.0
5498,2013-07-05-00,B002HFC6P8,5.0,5.0
5499,2013-07-05-00,B0037M4CPM,4.0,4.0
5500,2013-07-05-00,B004FEBS8K,5.0,5.0
5501,2013-07-05-00,B00AQBT3EW,4.0,4.0
5502,2013-07-05-00,B00BLQTZDA,5.0,5.0
5503,2013-07-06-00,B000068NW5,5.0,5.0
5504,2013-07-06-00,B0002CZV46,5.0,5.0
5505,2013-07-06-00,B0002E1G5C,5.0,5.0
5506,2013-07-06-00,B0002E3B78,4.0,4.0
5507,2013-07-06-00,B0002GW3Y8,5.0,5.0
5508,2013-07-06-00,B0002GZM00,5.0,5.0
5509,2013-07-06-00,B0002M6CW6,5.0,5.0
5510,2013-07-06-00,B000B6DHB2,5.0,5.0
5511,2013-07-06-00,B000CCIVCA,4.0,4.0
5512,2013-07-06-00,B000EELB8W,5.0,5.0
5513,2013-07-06-00,B000EXIMFI,5.0,5.0
5514,2013-07-06-00,B000WGJ71U,5.0,5.0
5515,2013-07-06-00,B003AYNHGW,5.0,5.0
5516,2013-07-06-00,B004XNK7AI,5.0,5.0
5517,2013-07-06-00,B009S814U0,4.0,4.0
5518,2013-07-07-00,B0002D0CQC,5.0,5.0
5519,2013-07-07-00,B0002F6RSM,4.0,4.0
5520,2013-07-07-00,B0002GMGYA,4.0,4.0
5521,2013-07-07-00,B0002KZHQA,5.0,5.0
5522,2013-07-07-00,B000EEJ8IM,5.0,5.0
5523,2013-07-07-00,B000EELB8W,5.0,5.0
5524,2013-07-07-00,B000MFN8B6,2.0,2.0
5525,2013-07-07-00,B000VBC5CY,5.0,5.0
5526,2013-07-07-00,B001L8NGJ2,5.0,5.0
5527,2013-07-07-00,B0026RB0G8,5.0,5.0
5528,2013-07-07-00,B002QKRUJG,4.0,4.0
5529,2013-07-07-00,B003B01QR2,5.0,5.0
5530,2013-07-07-00,B0042EZH6W,5.0,5.0
5531,2013-07-07-00,B00466HM28,3.0,3.0
5532,2013-07-08-00,B0001FTVD6,5.0,5.0
5533,2013-07-08-00,B0002CZVI2,5.0,5.0
5534,2013-07-08-00,B0002D0CGC,5.0,5.0
5535,2013-07-08-00,B0002D0CIK,4.0,4.0
5536,2013-07-08-00,B0002D0CKI,3.0,3.0
5537,2013-07-08-00,B0002D0CLM,3.0,3.0
5538,2013-07-08-00,B0002T67J2,5.0,5.0
5539,2013-07-08-00,B0002Z2CZY,3.0,3.0
5540,2013-07-08-00,B0006NDF8A,4.0,4.0
5541,2013-07-08-00,B000B6DHB2,5.0,5.0
5542,2013-07-08-00,B000BU5V58,5.0,5.0
5543,2013-07-08-00,B000CD1R84,5.0,5.0
5544,2013-07-08-00,B000KGYAYQ,5.0,5.0
5545,2013-07-08-00,B000KIPT30,5.0,5.0
5546,2013-07-08-00,B000KY156E,5.0,5.0
5547,2013-07-08-00,B000RNB720,5.0,5.0
5548,2013-07-08-00,B00154OJOI,5.0,5.0
5549,2013-07-08-00,B001HNE622,3.0,3.0
5550,2013-07-08-00,B001JI2KHS,5.0,5.0
5551,2013-07-08-00,B001RMFSDE,5.0,5.0
5552,2013-07-08-00,B001UJEKZ6,5.0,5.0
5553,2013-07-08-00,B002T45X1G,5.0,5.0
5554,2013-07-08-00,B0037MA77E,5.0,5.0
5555,2013-07-08-00,B004N0MKN8,4.0,4.0
5556,2013-07-08-00,B005CX4GLE,4.0,4.0
5557,2013-07-08-00,B005FIFM14,3.0,3.0
5558,2013-07-08-00,B005OZE9SA,5.0,5.0
5559,2013-07-09-00,B000068NSX,5.0,5.0
5560,2013-07-09-00,B0002CZVK0,5.0,5.0
5561,2013-07-09-00,B0002DURNK,5.0,5.0
5562,2013-07-09-00,B0002E38AS,5.0,5.0
5563,2013-07-09-00,B0002E3CHC,5.0,5.0
5564,2013-07-09-00,B0002F4VBM,5.0,5.0
5565,2013-07-09-00,B0002GX6V2,4.0,4.0
5566,2013-07-09-00,B0002GXZK4,5.0,5.0
5567,2013-07-09-00,B0002GYYD6,3.0,3.0
5568,2013-07-09-00,B0002M6CW6,4.0,4.0
5569,2013-07-09-00,B0006NDF6C,5.0,5.0
5570,2013-07-09-00,B000EELFI8,5.0,5.0
5571,2013-07-09-00,B000UJFR4A,5.0,5.0
5572,2013-07-09-00,B0037ME50Y,5.0,5.0
5573,2013-07-09-00,B003NJF1G8,5.0,5.0
5574,2013-07-09-00,B004GYOZ6G,4.0,4.0
5575,2013-07-09-00,B005VLWHP4,4.0,4.0
5576,2013-07-09-00,B008GS9UNQ,5.0,5.0
5577,2013-07-09-00,B00BKXN9LS,5.0,5.0
5578,2013-07-10-00,B0002CZVXM,5.0,5.0
5579,2013-07-10-00,B0002D0CGM,4.0,4.0
5580,2013-07-10-00,B0002D0CNA,5.0,5.0
5581,2013-07-10-00,B0002H0A3S,5.0,5.0
5582,2013-07-10-00,B0002M6CW6,5.0,5.0
5583,2013-07-10-00,B0006NDF8A,5.0,5.0
5584,2013-07-10-00,B000BKY8CU,3.0,3.0
5585,2013-07-10-00,B000BNSYHW,4.0,4.0
5586,2013-07-10-00,B000EEJF4O,5.0,5.0
5587,2013-07-10-00,B000RNB720,5.0,5.0
5588,2013-07-10-00,B004PFWYL4,5.0,5.0
5589,2013-07-11-00,B000068O1N,5.0,5.0
5590,2013-07-11-00,B0002FOBJY,5.0,5.0
5591,2013-07-11-00,B0002GZTT4,4.0,4.0
5592,2013-07-11-00,B0002M6CVC,4.0,4.0
5593,2013-07-11-00,B00178JDCK,5.0,5.0
5594,2013-07-11-00,B003DVGVIS,3.0,3.0
5595,2013-07-11-00,B003FW0IHA,4.0,4.0
5596,2013-07-12-00,B0002E3DLM,4.0,4.0
5597,2013-07-12-00,B0002GJ6FC,4.0,4.0
5598,2013-07-12-00,B000EEHJS8,5.0,5.0
5599,2013-07-12-00,B000RXPN02,5.0,5.0
5600,2013-07-12-00,B002B8EWVW,5.0,5.0
5601,2013-07-12-00,B003B01QR2,4.0,4.0
5602,2013-07-13-00,B0002CZST4,5.0,5.0
5603,2013-07-13-00,B0002GJILE,4.0,4.0
5604,2013-07-13-00,B0002GW3Y8,4.0,4.0
5605,2013-07-13-00,B000E0PPG0,5.0,5.0
5606,2013-07-13-00,B000OY4WA6,5.0,5.0
5607,2013-07-13-00,B000PR3JEM,4.0,4.0
5608,2013-07-13-00,B001G3TJXO,5.0,5.0
5609,2013-07-14-00,B0002E2G24,4.0,4.0
5610,2013-07-14-00,B000VJJQUU,5.0,5.0
5611,2013-07-14-00,B002MWKOAA,5.0,5.0
5612,2013-07-14-00,B0038MTH8S,5.0,5.0
5613,2013-07-14-00,B003DVGVIS,5.0,5.0
5614,2013-07-14-00,B003OUX8ZM,5.0,5.0
5615,2013-07-14-00,B007PKR3SK,2.0,2.0
5616,2013-07-15-00,B000068NW5,5.0,5.0
5617,2013-07-15-00,B0002D0CGC,3.0,3.0
5618,2013-07-15-00,B0002DV6RQ,4.0,4.0
5619,2013-07-15-00,B0002DV7ZM,4.0,4.0
5620,2013-07-15-00,B0002E2Z8Y,5.0,5.0
5621,2013-07-15-00,B0002E38AS,3.0,3.0
5622,2013-07-15-00,B0002H0A3S,3.0,3.0
5623,2013-07-15-00,B000A6ASSS,5.0,5.0
5624,2013-07-15-00,B0049Z4UQ2,4.0,4.0
5625,2013-07-16-00,B0002E1O5E,5.0,5.0
5626,2013-07-16-00,B000MVYOZY,5.0,5.0
5627,2013-07-16-00,B0027842S4,5.0,5.0
5628,2013-07-16-00,B002RLLD88,5.0,5.0
5629,2013-07-16-00,B005T800V2,5.0,5.0
5630,2013-07-16-00,B0073XCZ3C,5.0,5.0
5631,2013-07-16-00,B00B1N06PO,3.0,3.0
5632,2013-07-17-00,B0002DUS8E,5.0,5.0
5633,2013-07-17-00,B000AC6DVS,4.0,4.0
5634,2013-07-17-00,B000EELFTW,4.0,4.0
5635,2013-07-17-00,B001L8IKLG,5.0,5.0
5636,2013-07-17-00,B001PGXKC8,5.0,5.0
5637,2013-07-17-00,B001RNOHHG,5.0,5.0
5638,2013-07-17-00,B002UXS4JO,5.0,5.0
5639,2013-07-17-00,B003VWKPHC,5.0,5.0
5640,2013-07-18-00,B0002D0E8S,5.0,5.0
5641,2013-07-18-00,B0002DUPZU,4.0,4.0
5642,2013-07-18-00,B0002DUQ04,4.0,4.0
5643,2013-07-18-00,B0002GLDQM,5.0,5.0
5644,2013-07-18-00,B0002M6CVC,5.0,5.0
5645,2013-07-18-00,B000ARH3M6,5.0,5.0
5646,2013-07-18-00,B000CCIVCA,4.0,4.0
5647,2013-07-18-00,B000EEL50Q,5.0,5.0
5648,2013-07-18-00,B00178LDW8,5.0,5.0
5649,2013-07-18-00,B00191WVF6,3.0,3.0
5650,2013-07-18-00,B0027M30Z6,4.0,4.0
5651,2013-07-18-00,B002X8Y4SQ,4.0,4.0
5652,2013-07-19-00,B000068O3X,5.0,5.0
5653,2013-07-19-00,B0002DV7U2,5.0,5.0
5654,2013-07-19-00,B0002E2S36,5.0,5.0
5655,2013-07-19-00,B0002MSQVQ,5.0,5.0
5656,2013-07-19-00,B000EEJF4O,5.0,5.0
5657,2013-07-19-00,B000TGHVGQ,5.0,5.0
5658,2013-07-19-00,B000VJJQUU,5.0,5.0
5659,2013-07-19-00,B0018TAITA,5.0,5.0
5660,2013-07-19-00,B001PGXKC8,5.0,5.0
5661,2013-07-19-00,B002EWV8IU,5.0,5.0
5662,2013-07-19-00,B004HJ58JI,5.0,5.0
5663,2013-07-19-00,B005M0MUQK,5.0,5.0
5664,2013-07-19-00,B00BU9KCXK,5.0,5.0
5665,2013-07-20-00,B00006LVEU,5.0,5.0
5666,2013-07-20-00,B0002D0CEO,5.0,5.0
5667,2013-07-20-00,B0002D0CNA,4.0,4.0
5668,2013-07-20-00,B0002E3CHC,4.0,4.0
5669,2013-07-20-00,B0002PBS5Y,4.0,4.0
5670,2013-07-20-00,B000MFN8B6,5.0,5.0
5671,2013-07-20-00,B000UF3SEA,5.0,5.0
5672,2013-07-20-00,B003DVGVIS,5.0,5.0
5673,2013-07-21-00,B0002E2GMY,5.0,5.0
5674,2013-07-21-00,B0002E2KPC,5.0,5.0
5675,2013-07-21-00,B0002GW3Y8,5.0,5.0
5676,2013-07-21-00,B0002GZBLU,5.0,5.0
5677,2013-07-21-00,B0002M6CW6,5.0,5.0
5678,2013-07-21-00,B0006NDF8A,5.0,5.0
5679,2013-07-21-00,B000EEHCUS,5.0,5.0
5680,2013-07-21-00,B000EEK4VM,5.0,5.0
5681,2013-07-21-00,B000LQLDM2,5.0,5.0
5682,2013-07-21-00,B000WN4J9S,3.0,3.0
5683,2013-07-21-00,B0018TIADQ,5.0,5.0
5684,2013-07-21-00,B001FSZR4U,3.0,3.0
5685,2013-07-21-00,B003PC2XQE,4.0,4.0
5686,2013-07-21-00,B0064RIB9A,5.0,5.0
5687,2013-07-21-00,B0073XCZ3C,5.0,5.0
5688,2013-07-22-00,B0002CZVK0,3.0,3.0
5689,2013-07-22-00,B0002E2VXS,5.0,5.0
5690,2013-07-22-00,B0002IHFVM,5.0,5.0
5691,2013-07-22-00,B0002OOMU8,5.0,5.0
